text,label,label_id,topic,source,original_split
cung cấp được nhiều kinh nghiệm hay trong việc học cũng như đi làm sau này .,Tích cực,2,0,UIT-VSFC,train
không có đề cương cụ thể .,Tiêu cực,0,1,UIT-VSFC,train
"thầy cho bài tập và giải chi tiết , giảng dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
"phòng máy , thiết bị mạng cần được đầu tư và vệ sinh , em thấy phòng máy quá bụi , cửa thì hở nên không mát , dẫn đến điều hòa mất tác dụng , lãng phí .",Tiêu cực,0,2,UIT-VSFC,train
"giảng viên tận tâm , nhiệt tình , có nhiều bài tập hay .",Tích cực,2,0,UIT-VSFC,train
nên để sinh viên được tự vận động áp dụng lý thuyết vào thực hành .,Tiêu cực,0,0,UIT-VSFC,train
"cô không gây được hứng thú học cho sinh viên , đặc biệt là đối với môn khó thế này .",Tiêu cực,0,0,UIT-VSFC,train
giảng khó hiểu .,Tiêu cực,0,0,UIT-VSFC,train
"thầy tận tâm , nhiệt tình , giảng kỹ bài học .",Tích cực,2,0,UIT-VSFC,train
có nhiều ví dụ minh họa dễ hiểu .,Tích cực,2,0,UIT-VSFC,train
"dạy nhiệt tình , giỏi .",Tích cực,2,0,UIT-VSFC,train
thầy dạy hơi khó hiểu .,Tiêu cực,0,0,UIT-VSFC,train
"cải thiện thiết bị lớp học doubledot máy chiếu , ổ điện , quạt .",Tiêu cực,0,2,UIT-VSFC,train
"vui vẻ , giảng dễ tiếp thu .",Tích cực,2,0,UIT-VSFC,train
thầy wzjwz251 dạy rất nhiệt tình với sinh viên .,Tích cực,2,0,UIT-VSFC,train
thầy wzjwz97 dạy quá dở .,Tiêu cực,0,0,UIT-VSFC,train
cho học sinh tích cực thuyết trình bằng tiếng anh .,Tích cực,2,0,UIT-VSFC,train
đem lại nhiều kiến thức qua môn học .,Tích cực,2,1,UIT-VSFC,train
cô giảng dạy hay truyền đạt được kiến thức đến sinh viên .,Tích cực,2,0,UIT-VSFC,train
"nhiệt tình , tận tâm , truyền đạt và các ví dụ dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
"nâng cấp cơ sở vật chất đặc biệt là loa , micro và mạng wifi .",Tiêu cực,0,2,UIT-VSFC,train
chép hơi nhiều .,Tiêu cực,0,3,UIT-VSFC,train
"đảm bảo giờ dạy trên lớp đầy đủ , đúng giờ , tận tình .",Tích cực,2,0,UIT-VSFC,train
em nghĩ nên thực hành nói nhiều hơn .,Tiêu cực,0,1,UIT-VSFC,train
tốc độ giảng dạy tương đối cao .,Tiêu cực,0,0,UIT-VSFC,train
cho các bài tập lớn để sinh viên có thể làm việc nhóm .,Tiêu cực,0,0,UIT-VSFC,train
máy tính khó sử dụng .,Tiêu cực,0,2,UIT-VSFC,train
giáo viên tận tâm và nhiệt tình giúp đỡ học sinh trong quá trình học tập .,Tích cực,2,0,UIT-VSFC,train
thầy chưa bao quát được hết lớp nghe giảng .,Tiêu cực,0,0,UIT-VSFC,train
"giáo trình lỗi thời , quá hàn lâm , xa với thực tiễn .",Tiêu cực,0,1,UIT-VSFC,train
"thầy rất bận , hay quên .",Tiêu cực,0,0,UIT-VSFC,train
"sự nhiệt tình trả lời các câu hỏi của sinh viên , tài liệu được cung cấp đầy đủ rõ ràng .",Tích cực,2,0,UIT-VSFC,train
chưa có nhiều kinh nghiệm trong giảng dạy .,Tiêu cực,0,0,UIT-VSFC,train
không đánh giá đúng khả năng của học sinh .,Tiêu cực,0,0,UIT-VSFC,train
dạy vui .,Tích cực,2,0,UIT-VSFC,train
lớp chất lượng cao nhưng lại thiếu thiết bị .,Tiêu cực,0,2,UIT-VSFC,train
"đồng ý là làm bài tập nhiều sẽ tăng khả năng hiểu bài , tăng khả năng giải quyết bài toán .",Tích cực,2,1,UIT-VSFC,train
truyền đạt kinh nghiệm thực tế .,Tích cực,2,0,UIT-VSFC,train
nắm vững ngữ pháp và nâng cao được kỹ năng viết .,Tích cực,2,3,UIT-VSFC,train
nếu được phòng thí nghiệm có thể có thêm các thiết bị thật để chạy và phát triển ứng dụng windows phone để các bạn biết điểm khác nhau giữa chạy thiết bị giả lập và thiết bị thật .,Tiêu cực,0,2,UIT-VSFC,train
"vui vẻ , tận tình , hoà đồng .",Tích cực,2,0,UIT-VSFC,train
học được nhiều điều qua cách giảng dạy nhiệt tình của thầy .,Tích cực,2,0,UIT-VSFC,train
"em rất hài lòng về thầy , thầy rất tận tình giúp đỡ sinh viên , mọi thắc mắc luôn được trả lời đầy đủ .",Tích cực,2,0,UIT-VSFC,train
thầy dạy chi tiết .,Tích cực,2,0,UIT-VSFC,train
chép bài trên lớp giúp nhớ bài .,Tích cực,2,1,UIT-VSFC,train
giảng viên rất vui tính .,Tích cực,2,0,UIT-VSFC,train
giảng viên có khả năng truyền đạt và phương pháp giảng dạy dễ hiểu .,Tích cực,2,0,UIT-VSFC,train
giáo viên dạy nhiệt tình quan tâm tới học sinh .,Tích cực,2,0,UIT-VSFC,train
thay vì kiểm tra trên wecode thì cho làm trên lớp thì hay hơn .,Tiêu cực,0,1,UIT-VSFC,train
em chỉ muốn thầy cô dạy nói nhiều hơn để ứng dụng được nhiều hơn .,Tiêu cực,0,0,UIT-VSFC,train
thầy cho nhiều bài tập về nhà và có hướng dẫn giải .,Tích cực,2,0,UIT-VSFC,train
chưa dạy cách để áp dụng môn học vào thực tiễn .,Tiêu cực,0,0,UIT-VSFC,train
áp dụng thực tiễn cao !,Tích cực,2,1,UIT-VSFC,train
"những vấn đề cô nói thường nhanh , dài và khó hiểu .",Tiêu cực,0,0,UIT-VSFC,train
"thầy tận tình , giảng dạy hay , có nhiều ví dụ thực tế cho sinh viên dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
giáo viên giảng bài sinh động dễ tiếp thu .,Tích cực,2,0,UIT-VSFC,train
cách thức truyền đạt của giáo viên .,Bình thường,1,0,UIT-VSFC,train
"nhiệt tình , chỉ bảo hết mình .",Tích cực,2,0,UIT-VSFC,train
thầy rất nhiệt tình với lớp .,Tích cực,2,0,UIT-VSFC,train
"giáo viên dạy tận tâm , dễ hiểu , vui vẻ !",Tích cực,2,0,UIT-VSFC,train
thầy rất hiền .,Tích cực,2,0,UIT-VSFC,train
"nội dung các bài thực hành cần thiết , được thầy thay đổi thích hợp với nội dung học .",Tích cực,2,0,UIT-VSFC,train
"cách dạy projectbase của thầy khá hay , tuy nhiên sinh viên phải mò rất nhiều mới có thể đạt được như mong muốn .",Tích cực,2,0,UIT-VSFC,train
"cho thêm bài tập về nhà , tốc độ giảng giải của thầy cần chậm hơn .",Tiêu cực,0,1,UIT-VSFC,train
"môn học cần có nhiều bài tập hơn nữa , cần nhiều giáo trình hơn nữa .",Tiêu cực,0,1,UIT-VSFC,train
sự tận tình của thầy .,Tích cực,2,0,UIT-VSFC,train
"thầy dạy hay , tận tình , gần gũi với học sinh .",Tích cực,2,0,UIT-VSFC,train
cho điểm rẻ .,Tiêu cực,0,1,UIT-VSFC,train
rất thân thiện và nhiệt tình .,Tích cực,2,0,UIT-VSFC,train
tài liệu học tập chưa được cập nhật đầy đủ .,Tiêu cực,0,1,UIT-VSFC,train
theo dõi kỹ càng việc thực hành của sinh viên .,Tích cực,2,0,UIT-VSFC,train
"giáo viên nhiệt tình , vui tính .",Tích cực,2,0,UIT-VSFC,train
giảng viên rất tận tình trong việc giảng dạy .,Tích cực,2,0,UIT-VSFC,train
đề nghị nhà trường sửa hoặc bổ sung mới để việc thực hành có hiệu quả .,Tiêu cực,0,1,UIT-VSFC,train
"giảng bài với tốc độ nhanh quá , nhiều phần không theo kịp .",Tiêu cực,0,0,UIT-VSFC,train
em không thể hình dung được gì từ slide của thầy .,Tiêu cực,0,0,UIT-VSFC,train
làm nhóm chỉ nhóm trưởng và lớp trưởng phần công công việc .,Bình thường,1,1,UIT-VSFC,train
giảng viên không hướng dẫn thực hành đầy đủ .,Tiêu cực,0,0,UIT-VSFC,train
giảng viên có tương tác với giáo viên .,Tích cực,2,0,UIT-VSFC,train
"có một sô bài tập lớn hay , giúp bọn em rất nhiều .",Tích cực,2,0,UIT-VSFC,train
"giảng viên nhiệt tình , tận tâm .",Tích cực,2,0,UIT-VSFC,train
nội dung bài học có phần sơ sài .,Tiêu cực,0,0,UIT-VSFC,train
em muốn khi học môn này nên cho đồ án để áp dụng nhiều hơn vì em thấy môn này rất hay .,Tiêu cực,0,1,UIT-VSFC,train
cảm ơn cô .,Bình thường,1,0,UIT-VSFC,train
"cập nhật , cập nhật !",Bình thường,1,3,UIT-VSFC,train
cần giảng viên lên lớp thường xuyên hơn .,Tiêu cực,0,0,UIT-VSFC,train
giảng viên nên dạy lại một vài kiến thức trước khi cho thực hành .,Tiêu cực,0,0,UIT-VSFC,train
"giảng nhanh , nói nhanh mà không biết rằng sinh viên chưa kịp hiểu được đến vấn đề đó .",Tiêu cực,0,0,UIT-VSFC,train
thầy dạy rất nhiệt tình giúp sinh viên .,Tích cực,2,0,UIT-VSFC,train
"dạy từ cơ bản , theo logic , đến nâng cao .",Tích cực,2,0,UIT-VSFC,train
giờ học trên lớp chưa thực sự hiệu quả .,Tiêu cực,0,0,UIT-VSFC,train
nên giảm bớt số tiết trong một buổi .,Tiêu cực,0,1,UIT-VSFC,train
"giảng viên tạo hoạt động cho lớp tốt , nhiệt tình , tiết học thú vị .",Tích cực,2,0,UIT-VSFC,train
khả năng truyền đạt dễ hiểu giúp sinh viên nắm vững kiến thức .,Tích cực,2,0,UIT-VSFC,train
giảng viên nói tiếng anh khó nghe .,Tích cực,2,0,UIT-VSFC,train
còn ít tài liệu tham khảo .,Tiêu cực,0,0,UIT-VSFC,train
thầy ít giảng nội dung lý thuyết trên lớp .,Tiêu cực,0,0,UIT-VSFC,train
đảm bảo đầy đủ giờ lên lớp truyền đạt đủ kiến thức theo đề cương .,Tích cực,2,0,UIT-VSFC,train
"cách trình bày ( giọng nói khó nghe ) , diễn đạt kiến thức chưa được tốt .",Tiêu cực,0,0,UIT-VSFC,train
"cần nhiều giờ thực hành hơn nữa vì chủ yếu được học lý thuyết , thời gian tiếp xúc thiết bị ít .",Tiêu cực,0,1,UIT-VSFC,train
"cô nhiệt tình , dạy dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
thầy liên hệ thực tiễn nhiều gây hứng thú cho sinh viên .,Tích cực,2,0,UIT-VSFC,train
nếu thỉnh thoảng thầy bù lịch học thì em không nói ạ .,Bình thường,1,0,UIT-VSFC,train
cho điểm chấm bài tập không công bằng .,Tiêu cực,0,0,UIT-VSFC,train
thầy cũng ít quan tâm đến ý kiến của học sinh .,Tiêu cực,0,0,UIT-VSFC,train
"thầy dạy về lý thuyết thì hơi khó hiểu , khó tiếp thu cho lắm .",Tiêu cực,0,0,UIT-VSFC,train
"giảng viên trình bày dễ hiểu , theo sát bài học .",Tích cực,2,0,UIT-VSFC,train
"thầy dạy tận tâm , truyền đạt tốt .",Tích cực,2,0,UIT-VSFC,train
phát âm tốt .,Tích cực,2,0,UIT-VSFC,train
giáo viên rất tận tình và dễ thương .,Tích cực,2,0,UIT-VSFC,train
"cần đi sát thực tiễn , kèm thực hành nhiều hơn lý thuyết để không bị nhàm chán .",Tiêu cực,0,1,UIT-VSFC,train
giảng viên linh động cung cấp tài liệu cho sinh viên trong và ngoài hệ thống moodle .,Tích cực,2,0,UIT-VSFC,train
"cô dạy dễ hiểu , nhiệt tình .",Tích cực,2,0,UIT-VSFC,train
"cần có giáo trình cụ thể , riêng và phù hợp với nội dung học trong trường .",Tiêu cực,0,1,UIT-VSFC,train
"tiết học thú vị , giảng viên dạy hay .",Tích cực,2,0,UIT-VSFC,train
hình như thầy không dùng moodle .,Tiêu cực,0,0,UIT-VSFC,train
thầy giảng đôi lúc khó hiểu .,Tiêu cực,0,0,UIT-VSFC,train
cách giảng bài của thầy chưa thu hút được nhiều sinh viên .,Tiêu cực,0,0,UIT-VSFC,train
"giảng viên truyền đạt chưa tốt , giảng viên chỉ nói về nội dung bài học mà không có hoạt động cho sinh viên ( như đặt câu hỏi thảo luận , làm bài tập ) .",Tiêu cực,0,0,UIT-VSFC,train
"cuối kỳ 100% là bài tập , mà cơ bản thì mình không thấy thầy đứng lên trong lúc dạy lần nào , chỉ ngồi yên đó đọc slide thôi , slide tiếng anh , chỗ dịch tiếng việt , chỗ thì không dịch , cũng khó học , nên chỉ lên mạng học thôi .",Tiêu cực,0,1,UIT-VSFC,train
"cần đặt mục tiêu rõ ràng nhất từ môn học và môn học cần được học ở sinh viên năm nhất , vì lúc vào sinh viên còn rất ngỡ ngàng với các khoa và các môn học sẽ học vì thế nên học trước để tạo tâm lý , cũng như sinh viên phải biết mình cần làm gì , tạo nên sự chủ động trong học tập và làm việc .",Tiêu cực,0,1,UIT-VSFC,train
"cần cài các phần mềm học tập mới , chính xác ví dụ doubledot visual studio 2010 hoặc 2012 để sinh viên học tập tốt hơn .",Tiêu cực,0,2,UIT-VSFC,train
thầy thường xuyên đi trễ trong các buổi học .,Tiêu cực,0,0,UIT-VSFC,train
"thầy tận tâm , nhiệt tình , giúp đỡ sinh viên , sẵn sàng giải đáp thắc mắc của sinh viên .",Tích cực,2,0,UIT-VSFC,train
cho bài tập khó ngay khi vừa giảng xong .,Tiêu cực,0,1,UIT-VSFC,train
"giảng viên tận tâm , nhiệt tình với sinh viên , luôn lắng nghe , giải đáp tất cả các thắc mắc của sinh viên , luôn tạo được ngữ cảnh cho sinh viên thảo luận về bài học .",Tích cực,2,0,UIT-VSFC,train
thắc mắc ngay tại lớp những cái mình không hiểu .,Bình thường,1,3,UIT-VSFC,train
giáo viên rất thân thiện .,Tích cực,2,0,UIT-VSFC,train
"ví dụ như mục quy hoạch động là mục em thích thú nhưng cô nói đây là mục khó , cô dạy chỉ những ví dụ cực kỳ cơ bản .",Tiêu cực,0,0,UIT-VSFC,train
"nếu thầy đã không đảm bảo giờ lên lớp , thì khi ra bài thi và đề cương ôn tập nên chú ý đến việc rõ ràng , hướng dẫn rõ sinh viên biết mình phải học gì .",Tiêu cực,0,3,UIT-VSFC,train
"giảng dễ hiểu , kỹ , có chút nghiêm khắc .",Tích cực,2,0,UIT-VSFC,train
không hiệu quả và khó hiểu trong cách dạy .,Tiêu cực,0,0,UIT-VSFC,train
chưa sử dụng hệ thống moodle .,Tiêu cực,0,0,UIT-VSFC,train
"thầy cũng hay áp đặt suy nghĩ mình lên sinh viên , ý tưởng của sinh viên , tương lai của sinh viên , thầy không có quyền ép sinh viên phải nghĩ thế này thế kia , hay phải suy nghĩ theo ý thầy .",Tiêu cực,0,0,UIT-VSFC,train
"thầy chấm đồ án quá gắt , nguy cơ rớt môn rất cao .",Tiêu cực,0,0,UIT-VSFC,train
"tận tâm , cho nhiều bài tập .",Tích cực,2,0,UIT-VSFC,train
giảng viên không sử dụng hệ thống website môn học trong quá trình giảng dạy .,Tiêu cực,0,0,UIT-VSFC,train
có nhiều hoạt động trên lớp .,Tích cực,2,0,UIT-VSFC,train
đa phần bài thực hành đã được làm từ những bài tập về nhà của thầy x .,Bình thường,1,0,UIT-VSFC,train
"phương pháp dạy của thầy chưa phù hợp , gây khó hiểu cho sinh viên .",Tiêu cực,0,0,UIT-VSFC,train
thời gian tăng từ 4 tiết lên đến 5 tiết khiến sinh viên mệt mỏi và thiếu tập trung ở cuối giờ học .,Tiêu cực,0,1,UIT-VSFC,train
cô dạy rất nhiệt tình và hay .,Tích cực,2,0,UIT-VSFC,train
"thầy dạy rất hay nhưng lại hay nghỉ , có một số buổi thầy nghỉ nhưng không báo làm sinh viên đến lớp .",Tiêu cực,0,0,UIT-VSFC,train
thầy vui tính dể tiếp thu bài .,Tích cực,2,0,UIT-VSFC,train
bài giảng .,Bình thường,1,1,UIT-VSFC,train
giảng viên vui vẻ thân thiện với học sinh .,Tích cực,2,0,UIT-VSFC,train
"giảng viên tận tâm , nhiệt tình đới với sinh viên .",Tích cực,2,0,UIT-VSFC,train
luôn tìm cách giúp đỡ sinh viên .,Tích cực,2,0,UIT-VSFC,train
để tiện cho sinh viên xếp lịch .,Bình thường,1,1,UIT-VSFC,train
môn học cần phân bố hợp lý thời gian cũng như các phần của môn học giúp sinh viên học tốt hơn môn học này .,Tiêu cực,0,1,UIT-VSFC,train
"cô giảng bài rất nhanh , mong cô sẽ dạy chậm lại để sinh viên kịp hiểu vấn đề .",Tích cực,2,0,UIT-VSFC,train
giảng dạy hiệu quả .,Tích cực,2,0,UIT-VSFC,train
"thầy giảng rất chi tiết , rất nhiệt tình .",Tích cực,2,0,UIT-VSFC,train
nghỉ phải thông báo trước cho lớp .,Tiêu cực,0,0,UIT-VSFC,train
"giảng viên có khả năng truyền đạt , liên hệ thực tiễn giảng viên nhiệt tình , tận tâm .",Tích cực,2,0,UIT-VSFC,train
"yêu cầu của giảng viên quá cao trong khi cái mà sinh viên học được lại quá ít hầu như không có gì ngoài việc dịch các cuốn sách mà không hiểu đúng sai , trong khi dù đúng hay sai cũng không không được giảng viên chỉ ra .",Tiêu cực,0,0,UIT-VSFC,train
"cần có tài liệu , giáo trình của trường một cách cụ thể và cập nhật hơn .",Tiêu cực,0,1,UIT-VSFC,train
nên có thêm nhiều bài tập về nhà để củng cố kiến thức .,Tiêu cực,0,1,UIT-VSFC,train
"tháng học môn kiến trúc máy tính 4 ngày , nghỉ 3 ngày , bù trùng lịch 3 môn không học được rớt tốn tiền .",Tiêu cực,0,1,UIT-VSFC,train
"cập nhật slide mới , tài liệu slide cũ có nhiều điểm khác slide mới không cập nhât đúng thứ tự , ví dụ .",Tiêu cực,0,1,UIT-VSFC,train
cô dạy rất có tâm và chuyên môn tốt colonsmile .,Tích cực,2,0,UIT-VSFC,train
điều này xảy ra ở mọi tiết học .,Tiêu cực,0,3,UIT-VSFC,train
nên bổ xung phần thực hành !,Tiêu cực,0,1,UIT-VSFC,train
"tận tình , dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
cô nên cho học sinh thêm nhiều slide .,Tiêu cực,0,0,UIT-VSFC,train
cô cho ví dụ minh họa dễ hiểu .,Tích cực,2,0,UIT-VSFC,train
phòng máy không tốt .,Tiêu cực,0,2,UIT-VSFC,train
thầy giảng bài hay và có mở rộng thêm kiến thức bên ngoài .,Tích cực,2,0,UIT-VSFC,train
cách dạy của giảng viên mới lạ và thực tế .,Tích cực,2,0,UIT-VSFC,train
thầy rất giỏi .,Tích cực,2,0,UIT-VSFC,train
ít bài tập cho sinh viên .,Tích cực,2,1,UIT-VSFC,train
có lấy nhiều ví dụ liên hệ thực tiễn .,Tích cực,2,0,UIT-VSFC,train
"bài tập lớn trong môn học , đóng góp phần lớn điểm yêu cầu sinh viên phải có smartphone và laptop cỡ trung trở lên để thực hiện ( nhận diện giọng nói , nhận diện chữ viết , game với engine phát triển game cho smartphone ) , điều này gây khó khăn cho sinh viên không có điều kiện , yêu cầu sinh viên tìm hiểu các framework chưa từng nghe tên để làm bài tập .",Tiêu cực,0,0,UIT-VSFC,train
cần áp đặt việc kiểm tra bài cũ và bài mới trên giờ học nhiều hơn .,Tiêu cực,0,1,UIT-VSFC,train
giờ học khá nhiều .,Tiêu cực,0,1,UIT-VSFC,train
thầy nên cho bài tập môn hệ điều hành nhiều hơn nữa .,Tiêu cực,0,0,UIT-VSFC,train
bài giảng tạo cảm giác hứng thú và tiếp thu bài tốt .,Tích cực,2,1,UIT-VSFC,train
giảng viên giảng dạy hay .,Tích cực,2,0,UIT-VSFC,train
"nhiệt tình , thân thiện với sinh viên .",Tích cực,2,0,UIT-VSFC,train
thầy truyền đạt kiến thức chưa tốt .,Tiêu cực,0,0,UIT-VSFC,train
giúp em biết được một phần thực tế của công việc sau này .,Tích cực,2,3,UIT-VSFC,train
"giảng viên tận tâm , nhiệt tình , gần gũi với sinh viên .",Tích cực,2,0,UIT-VSFC,train
giải chi tiết bài .,Tích cực,2,0,UIT-VSFC,train
"giảng viên giảng dạy nhiệt tình , nội dung giảng dạy đầy đủ , ôn tập sát với nội dung kiểm tra .",Tích cực,2,0,UIT-VSFC,train
môn học khá khó không phù hợp .,Tiêu cực,0,1,UIT-VSFC,train
hiện tại môn học còn mang tính lý thuyết quá nặng .,Tiêu cực,0,1,UIT-VSFC,train
"ngoài ra , có bài không thấy yêu cầu nộp video nên em nộp code không cũng bị trừ , bài cuối thầy dặn không cần làm cũng chấm em 0 điểm .",Tiêu cực,0,0,UIT-VSFC,train
thầy khá là tận tâm trong việc truyền đạt kiến thức .,Tiêu cực,0,0,UIT-VSFC,train
"nhiệt tình , vui tính , hòa đồng , dễ gần gũi .",Tích cực,2,0,UIT-VSFC,train
đánh giá tính chuyên cần .,Bình thường,1,0,UIT-VSFC,train
không trả lời mail từ sinh viên .,Tiêu cực,0,0,UIT-VSFC,train
"thầy có thể soạn thêm nhiều dạng bài tập , để khi thi mấy bạn đỡ bỡ ngỡ hơn , kết quả sẽ tốt hơn .",Tiêu cực,0,0,UIT-VSFC,train
nhiều việc cần xử lý .,Tiêu cực,0,0,UIT-VSFC,train
"gần gũi , vui vẻ với sinh viên .",Tích cực,2,0,UIT-VSFC,train
thực hành ngay trên lớp lý thuyết thì sẽ hay hơn .,Tiêu cực,0,1,UIT-VSFC,train
nhiệt tình tận tâm với học sinh .,Tích cực,2,0,UIT-VSFC,train
phân chia dụng cụ luyện tập chưa hợp lý .,Tiêu cực,0,0,UIT-VSFC,train
cho nhiều bài tập đa dạng .,Tích cực,2,0,UIT-VSFC,train
"tại sao có rất nhiều vấn đề hay liên quan đến phần mềm nhà trường lại không dạy , dành ra 4 chỉ cho môn "" đặc tả hình thức "" chỉ để đóng học phí và học đối phó cho qua .",Tiêu cực,0,1,UIT-VSFC,train
nghỉ và học bù hơi nhiều .,Tiêu cực,0,0,UIT-VSFC,train
thầy nên cho bọn em xem code chạy thử colonsmallsmile .,Tiêu cực,0,0,UIT-VSFC,train
"thầy giảng dạy rất nhiệt tình , dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
tăng cường một số tài liệu học cơ bản .,Tiêu cực,0,1,UIT-VSFC,train
phải bỏ tiền học lại .,Tiêu cực,0,3,UIT-VSFC,train
bài tập theo sát đề cương .,Tích cực,2,1,UIT-VSFC,train
chưa gặp lần nào .,Bình thường,1,3,UIT-VSFC,train
"project môn học thầy wzjwz180 yêu cầu làm ở mức độ tìm hiểu , nhưng lúc lên báo với thầy wzjwz181 thì thầy không chấp nhận .",Tiêu cực,0,0,UIT-VSFC,train
nói những vấn đề không liên quan .,Tiêu cực,0,0,UIT-VSFC,train
"giảng viên vui vẻ , nhiệt tình , thân thiện , cách diễn đạt tự nhiên dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
"thầy dạy rất chuẩn và nhiệt tình , kèm theo thời gian tập luyện và nghỉ ngơi hợp lý !",Tích cực,2,0,UIT-VSFC,train
"cô giảng dạy nhiệt tình , cô bài tập trên courses nhiều dù có vắng mặt hay lơ là trong lúc học vẫn nắm được bài và học tốt .",Tích cực,2,0,UIT-VSFC,train
"bài tập nhiều , có nhiều câu hỏi hay .",Tích cực,2,1,UIT-VSFC,train
"giảng viên là người giảng dạy nhiệt tình , khả năng truyền đạt cực kỳ tốt , tài liệu đi kèm môn học hay .",Tích cực,2,0,UIT-VSFC,train
"phương pháp dạy của cô đạt hiệu quả với sinh viên yếu , kém nhưng lại nhàm chán , tốn khá nhiều thời gian cho sinh viên học mức khá giỏi trở lên , kiến thức mới ngoài giáo trình mạng lại chưa nhiều , gần như không .",Tiêu cực,0,0,UIT-VSFC,train
hy vọng thầy đảm bảo thời gian lên lớp đủ 30 tiết .,Tiêu cực,0,0,UIT-VSFC,train
nên hướng dẫn sinh viên nhiều hơn .,Tiêu cực,0,0,UIT-VSFC,train
cô vào trễ .,Tiêu cực,0,0,UIT-VSFC,train
"giảng viên dạy dễ hiểu , quan tâm đến học sinh .",Tích cực,2,0,UIT-VSFC,train
"thầy dạy không dạy nhiều trong mỗi buổi học , thời gian dạy trên lớp không đảm bảo .",Tiêu cực,0,0,UIT-VSFC,train
"nhiệt tình với sinh viên , có kiến thức tốt .",Tích cực,2,0,UIT-VSFC,train
truyền đạt kiến thức tốt .,Tích cực,2,0,UIT-VSFC,train
"giáo viên dạy nhiệt tình , kết hợp với nhiều ví dụ cụ thể làm bài giảng dễ hiểu , vui vẻ trong quá trình giảng bài .",Tích cực,2,0,UIT-VSFC,train
"giảng dạy kỹ , quan tâm sinh viên .",Tích cực,2,0,UIT-VSFC,train
"giảng viên nhiệt tình , kết hợp truyền đạt nhiều kiến thức trong thực tiễn .",Tích cực,2,0,UIT-VSFC,train
cần những hướng dẫn chi tiết hơn vì tiếp xúc những cái mới thực hành môn lập trình nhúng thầy không hướng dẫn sinh viên mà để sinh viên tự làm 100% .,Tiêu cực,0,1,UIT-VSFC,train
hy vọng được học và làm việc với thầy nhiều hơn .,Tích cực,2,0,UIT-VSFC,train
tài liệu thầy cho đem về ôn cũng phải chờ rất lâu mới có .,Tiêu cực,0,1,UIT-VSFC,train
"tinh thần trách nhiệm , nhiệt huyết , vui vẻ hòa đồng với sinh viên .",Tích cực,2,0,UIT-VSFC,train
quan tâm tới sinh viên vui vẻ .,Tích cực,2,0,UIT-VSFC,train
nhiều phần học không kỹ nên khó khăn trong thi .,Tiêu cực,0,0,UIT-VSFC,train
"chuyên môn cao , nhiệt tình .",Tích cực,2,0,UIT-VSFC,train
"học tới đâu , ôn tới đó .",Tích cực,2,0,UIT-VSFC,train
hướng dẫn cụ thế phương pháp cho từng bài thực hành .,Tích cực,2,0,UIT-VSFC,train
sẵn sàng giải đáp tận tình mọi thắc mắc của sinh viên khi được hỏi .,Tích cực,2,0,UIT-VSFC,train
điểm danh nhiều quá .,Tiêu cực,0,0,UIT-VSFC,train
tăng cường thêm thiết bị để môn học được hiệu quả .,Tiêu cực,0,2,UIT-VSFC,train
em cũng không biết là cô hay thầy nữa .,Tiêu cực,0,0,UIT-VSFC,train
cô ít tương tác với sinh viên .,Tiêu cực,0,0,UIT-VSFC,train
"thầy dạy dễ hiểu , siêng chép , vui tính .",Tích cực,2,0,UIT-VSFC,train
hay bị bù thời gian học .,Tiêu cực,0,0,UIT-VSFC,train
thầy quan tâm cho sinh viên .,Tích cực,2,0,UIT-VSFC,train
nên có thời gian nghỉ giải lao giữa giờ cho sinh viên bớt căng thẳng .,Tiêu cực,0,1,UIT-VSFC,train
"nhiều lúc nói chuyện ngoài lề hơi nhiều , dạy thâm giờ .",Tiêu cực,0,0,UIT-VSFC,train
giảng viên dạy nhiệt tình dễ hiểu .,Tích cực,2,0,UIT-VSFC,train
biết được một số kỹ năng .,Tích cực,2,3,UIT-VSFC,train
em nghĩ không nên cho sinh viên chấm chéo đồ án vì mỗi người code một kiểu và hầu hết ai cũng lo cho đồ án của mình nên việc chấm chéo diễn ra rất khó khăn và gấp gáp nên chấm có thể không chính xác mấy .,Tiêu cực,0,1,UIT-VSFC,train
mở rộng nhiều kiến thức liên quan .,Tích cực,2,1,UIT-VSFC,train
"giảng viên vui vẻ , hòa đồng , truyền đạt kiến thức tốt , tận tâm với sinh viên .",Tích cực,2,0,UIT-VSFC,train
tôi xin góp ý doubledot đổi giờ học anh văn vào buổi sáng để chất lượng của buổi học được nâng cao .,Tiêu cực,0,1,UIT-VSFC,train
"thầy hay kéo giờ nhưng dạy tận tình , cho ví dụ và bài tập dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
chấm thi kém .,Tiêu cực,0,0,UIT-VSFC,train
"thật vô lý khi dùng màn chiếu để dạy toán 100% , cách này khiến sinh viên không thể nào theo kịp những điều giảng viên nói và cũng không có cơ hội lên bảng giải bài tập .",Tiêu cực,0,1,UIT-VSFC,train
thầy truyền đạt nhiều kinh nghiệm quý giá .,Tích cực,2,0,UIT-VSFC,train
